PassengerId,Survived,Age_categories_Missing,Age_categories_Infant,Age_categories_Child,Age_categories_Teenager,Age_categories_Young Adult,Age_categories_Adult,Age_categories_Senior,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,SibSp_scaled,Parch_scaled,Fare_scaled,Fare_categories_0-12,Fare_categories_12-50,Fare_categories_50-100,Fare_categories_100+,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Cabin_type_A,Cabin_type_B,Cabin_type_C,Cabin_type_D,Cabin_type_E,Cabin_type_F,Cabin_type_G,Cabin_type_T,Cabin_type_Unknown
300,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.16666666666666666,0.4831284260198326,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
301,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
302,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.25,0.0,0.04538097769949478,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
303,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
304,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.024105594605968193,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
305,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
306,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.125,0.3333333333333333,0.29580589980036276,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.21642978772242535,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
308,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.2125586439344078,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
309,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.125,0.0,0.04684488020593009,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
310,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.11111839809247648,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
311,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.16231419173453318,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
312,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.25,0.3333333333333333,0.5121218935012878,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
313,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.16666666666666666,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
314,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
315,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.05123658772523604,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
316,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015330377421392339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
317,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
318,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.027326180120125887,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
319,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.3333333333333333,0.32179836714362564,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
320,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.125,0.16666666666666666,0.2625265161540666,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
321,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
322,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
323,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.024105594605968193,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
324,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.16666666666666666,0.056604230248832196,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
325,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0.3333333333333333,0.13575255909676825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
326,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.2647385704347907,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
327,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.0,0.0,0.012174789178520372,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
328,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
329,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.16666666666666666,0.04006213192611313,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
330,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,0.16666666666666666,0.11316786160148591,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
331,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.25,0.0,0.04538097769949478,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
332,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.055628295244541985,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.16666666666666666,0.2995388511917728,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
334,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.25,0.0,0.03513366015444757,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
335,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.125,0.0,0.2608674266467732,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
336,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
337,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.125,0.0,0.12999454257145598,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
338,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.2625265161540666,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
339,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
340,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.06929138530460494,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
341,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.050748620223090936,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
342,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.375,0.3333333333333333,0.5133418122566507,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
343,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
344,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
345,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
346,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
347,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
348,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.031425107138144774,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
349,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.125,0.16666666666666666,0.031034733136428686,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
351,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.01800600082915438,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
352,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.06831545030031472,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
353,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.125,0.16666666666666666,0.014110458666029575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
354,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.034743286152731485,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
355,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.014102260811993537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
356,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018542765081513996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
357,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.16666666666666666,0.10735285047192313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
358,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
359,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.01537917417160685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
360,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.01537917417160685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
361,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.125,0.6666666666666666,0.05445717323939373,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
362,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.125,0.0,0.05410739813385612,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
363,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.0,0.16666666666666666,0.028212719478023115,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
364,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013760683560491965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
365,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.125,0.0,0.030253985132996517,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
366,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
367,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.125,0.0,0.14687821814567664,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
368,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.014110458666029575,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
369,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
370,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.13526459159462315,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
371,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.125,0.0,0.1082149914547131,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
372,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.012678957201736696,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
373,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
374,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.2647385704347907,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
375,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.375,0.16666666666666666,0.04113566043083236,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
376,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.16038672010106003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
377,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
378,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.0,0.3333333333333333,0.41282050681475896,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
379,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.007831878409428937,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
380,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
381,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.4440992237022602,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
382,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0.3333333333333333,0.030725752114070404,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
383,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
384,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.125,0.0,0.10149724044618187,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
385,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
386,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.1434624456306609,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
387,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.625,0.3333333333333333,0.09154270340242172,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
389,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015086393670319786,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
390,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.023422440102965045,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
391,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.3333333333333333,0.23422440102965048,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
392,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015216388212891242,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
393,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.25,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
394,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.22109807522194713,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
395,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.3333333333333333,0.03259622914329302,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
396,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015216388212891242,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
397,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015330377421392339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
398,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.050748620223090936,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
399,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
400,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.02469115560854232,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
401,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
402,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
403,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.019177122834302632,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
404,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.030937139635999665,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
405,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.016908073949327893,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
406,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.125,0.0,0.04098927018018883,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
407,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
408,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.03659756266088288,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
410,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.375,0.16666666666666666,0.049707687947515,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
411,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
412,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.013386510079847098,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
413,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.125,0.0,0.17566830077223786,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
414,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
415,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
416,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
417,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.16666666666666666,0.06343577527886367,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
418,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.0,0.3333333333333333,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
419,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
420,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.3333333333333333,0.04713766070721715,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
421,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
422,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015094396337354966,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
423,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015370976317570811,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
424,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.16666666666666666,0.028106928123558056,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
425,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.125,0.16666666666666666,0.039452172548431745,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
426,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
427,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
428,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.050748620223090936,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
429,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
430,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
431,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
432,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.031425107138144774,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
433,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
434,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013907073811135496,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
435,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.0,0.1091095334796455,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
436,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.125,0.3333333333333333,0.23422440102965048,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
437,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.25,0.3333333333333333,0.06709553154495196,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
438,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.25,0.5,0.03659756266088288,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
439,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.125,0.6666666666666666,0.5133418122566507,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
440,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
441,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.125,0.16666666666666666,0.05123658772523604,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
442,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018542765081513996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
443,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
444,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
445,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015834545444608664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
446,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.3333333333333333,0.15977676072337862,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
447,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.0,0.16666666666666666,0.038061465167318204,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
448,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
449,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.25,0.16666666666666666,0.03758969818624431,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
450,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.05953203526170282,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
